,images,labels
3069,b'bell_pepper_s_000626.png',4
3070,b'mushroom_s_002333.png',4
3078,b'saucer_s_001122.png',3
3085,b'flounder_s_002744.png',1
3093,b'lamp_s_001324.png',5
3102,b'navel_orange_s_000184.png',4
3104,b'porbeagle_s_000354.png',1
3108,b'lamp_s_000359.png',5
3109,b'rose_s_000449.png',2
3110,b'clock_s_000514.png',5
3115,b'television_s_000367.png',5
3118,b'rosebush_s_001401.png',2
3119,b'navel_orange_s_000958.png',4
3126,b'butterfly_orchid_s_001357.png',2
3128,b'lamp_s_002119.png',5
3132,b'beer_bottle_s_001633.png',3
3134,b'flatfish_s_000877.png',1
3138,b'bigarade_s_000071.png',4
3141,b'poppy_s_001349.png',2
3144,b'rainbow_trout_s_001561.png',1
3148,b'rainbow_trout_s_001801.png',1
3153,b'shark_s_000376.png',1
3154,b'fishplate_s_000159.png',3
3168,b'cichlid_s_001525.png',1
3169,b'saucer_s_001071.png',3
3173,b'cup_s_001336.png',3
3176,b'goblet_s_001371.png',3
3178,b'bartlett_pear_s_000227.png',4
3182,b'halibut_s_000127.png',1
3183,b'bell_pepper_s_000665.png',4
3194,b'ketchup_bottle_s_000154.png',3
3195,b'mushroom_s_000839.png',4
3198,b'bowl_s_002647.png',3
3199,b'bell_pepper_s_000458.png',4
3202,b'shark_s_002292.png',1
3209,b'navel_orange_s_000228.png',4
3214,b'goblet_s_000781.png',3
3217,b'rose_s_001688.png',2
3221,b'sunflower_s_002289.png',2
3226,b'beer_bottle_s_001300.png',3
3231,b'bell_pepper_s_000762.png',4
3234,b'poppy_s_000677.png',2
3238,b'television_system_s_001156.png',5
3249,b'dessert_plate_s_000026.png',3
3258,b'fishbowl_s_001779.png',3
3265,b'sweet_pepper_s_001616.png',4
3275,b'cichlid_s_001524.png',1
3279,b'dwarf_tulip_s_000221.png',2
3284,b'television_system_s_000899.png',5
3290,b'dessert_plate_s_000335.png',3
3292,b'butterfly_orchid_s_001037.png',2
3293,b'clock_s_001040.png',5
3294,b'macoun_s_000203.png',4
3307,b'computer_keyboard_s_000015.png',5
3309,b'dessert_plate_s_000185.png',3
3313,b'mushroom_s_000777.png',4
3314,b'sunflower_s_000866.png',2
3315,b'tv_s_000550.png',5
3317,b'goblet_s_000508.png',3
3318,b'telephone_s_000503.png',5
3322,b'flounder_s_001395.png',1
3324,b'chalice_s_002175.png',3
3325,b'shark_s_000002.png',1
3332,b'apple_s_000058.png',4
3334,b'telephone_set_s_001286.png',5
3338,b'trout_s_001128.png',1
3340,b'sunflower_s_000725.png',2
3350,b'soda_can_s_000957.png',3
3352,b'clock_s_002058.png',5
3355,b'valencia_orange_s_000055.png',4
3359,b'shark_s_001274.png',1
3371,b'soda_bottle_s_000039.png',3
3378,b'bosc_s_000890.png',4
3379,b'bowl_s_000520.png',3
3380,b'bowl_s_000367.png',3
3382,b'coffee_can_s_001254.png',3
3384,b'valencia_orange_s_001141.png',4
3390,b'butterfly_orchid_s_001974.png',2
3399,b'bartlett_pear_s_000154.png',4
3403,b'morchella_esculenta_s_001436.png',4
3404,b'tulip_s_000876.png',2
3413,b'rainbow_trout_s_000169.png',1
3418,b'tulip_s_000593.png',2
3430,b'telephone_set_s_001478.png',5
3438,b'sunflower_s_002279.png',2
3441,b'cichlid_fish_s_000004.png',1
3444,b'clock_s_000910.png',5
3447,b'clock_s_001439.png',5
3448,b'poppy_s_002486.png',2
3451,b'goblet_s_000476.png',3
3454,b'rainbow_trout_s_000862.png',1
3457,b'discharge_lamp_s_000988.png',5
3458,b'pearmain_s_000314.png',4
3460,b'electric_ray_s_000436.png',1
3462,b'plate_iron_s_000805.png',3
3467,b'mountain_rose_s_001155.png',2
3468,b'bowl_s_000185.png',3
3482,b'sweet_pepper_s_001625.png',4
3483,b'electric_lamp_s_000092.png',5
3486,b'sunflower_s_001002.png',2
3492,b'lamp_s_001293.png',5
3495,b'computer_keyboard_s_000184.png',5
3496,b'dessert_plate_s_000130.png',3
3507,b'sunflower_s_001442.png',2
3510,b'orchid_s_001761.png',2
3520,b'red_delicious_s_000752.png',4
3522,b'sunflower_s_000752.png',2
3523,b'sweet_pepper_s_001657.png',4
3524,b'computer_keyboard_s_002237.png',5
3526,b'shark_s_001908.png',1
3530,b'clock_s_000952.png',5
3534,b'goblet_s_001246.png',3
3535,b'macoun_s_000145.png',4
3538,b'surveillance_system_s_001430.png',5
3539,b'tulip_s_001916.png',2
3540,b'electric_ray_s_000448.png',1
3541,b'poppy_s_000025.png',2
3542,b'rush_candle_s_000045.png',5
3544,b'mako_shark_s_000347.png',1
3546,b'tulipa_clusiana_s_000015.png',2
3552,b'beer_can_s_001447.png',3
3553,b'cichlid_s_002274.png',1
3555,b'sunflower_s_000705.png',2
3557,b'lamp_s_001400.png',5
3560,b'bartlett_s_000087.png',4
3561,b'goblet_s_000091.png',3
3563,b'sweet_pepper_s_000002.png',4
3569,b'sunflower_s_002382.png',2
3573,b'valencia_orange_s_000021.png',4
3578,b'bartlett_pear_s_000323.png',4
3586,b'bartlett_pear_s_000462.png',4
3593,b'bottle_s_000535.png',3
3594,b'red_delicious_s_001424.png',4
3608,b'tin_can_s_001762.png',3
3609,b'shark_s_002038.png',1
3620,b'rainbow_trout_s_000424.png',1
3623,b'television_s_001228.png',5
3625,b'poppy_s_000786.png',2
3634,b'tulip_s_000482.png',2
3636,b'rainbow_trout_s_000554.png',1
3642,b'tulip_s_000642.png',2
3646,b'turbot_s_001903.png',1
3655,b'fishbowl_s_000913.png',3
3658,b'tv_s_000907.png',5
3671,b'rushlight_s_000519.png',5
3682,b'bowl_s_001316.png',3
3683,b'bartlett_pear_s_000632.png',4
3686,b'verpa_s_000318.png',4
3688,b'bell_pepper_s_000350.png',4
3698,b'tin_can_s_002098.png',3
3700,b'chalice_s_001678.png',3
3705,b'lamp_s_000479.png',5
3707,b'poppy_s_001318.png',2
3708,b'red_delicious_s_000077.png',4
3709,b'trout_s_000195.png',1
3713,b'bartlett_s_000615.png',4
3714,b'shark_s_000414.png',1
3724,b'carassius_auratus_s_000524.png',1
3726,b'sunflower_s_002280.png',2
3727,b'shark_s_001211.png',1
3731,b'chalice_s_000013.png',3
3732,b'valencia_orange_s_001776.png',4
3739,b'rose_s_001757.png',2
3742,b'coffee_can_s_000542.png',3
3745,b'keyboard_s_000027.png',5
3749,b'fishplate_s_000608.png',3
3752,b'bottle_s_000952.png',3
3753,b'sea_trout_s_000718.png',1
3754,b'plaice_s_000896.png',1
3756,b'chalice_s_001582.png',3
3757,b'golden_delicious_s_001850.png',4
3758,b'keyboard_s_001295.png',5
3769,b'oilcan_s_000658.png',3
3771,b'television_s_003099.png',5
3772,b'lamp_s_001114.png',5
3778,b'poppy_s_002605.png',2
3780,b'golden_delicious_s_001522.png',4
3781,b'morel_s_000335.png',4
3785,b'mushroom_s_000724.png',4
3787,b'poppy_s_001159.png',2
3790,b'sweet_orange_s_000057.png',4
3795,b'desk_phone_s_000508.png',5
3818,b'stingray_s_001365.png',1
3825,b'jaffa_orange_s_000132.png',4
3829,b'mako_shark_s_000017.png',1
3833,b'sunflower_s_001446.png',2
3837,b'fishplate_s_000042.png',3
3842,b'sunflower_s_000901.png',2
3844,b'valencia_orange_s_001304.png',4
3847,b'numbfish_s_000017.png',1
3849,b'clock_s_001444.png',5
3850,b'tv_s_000073.png',5
3851,b'poppy_s_002471.png',2
3854,b'poppy_s_002669.png',2
3866,b'poppy_s_001354.png',2
3867,b'lamp_s_001915.png',5
3869,b'coffee_can_s_001688.png',3
3876,b'sunflower_s_001607.png',2
3879,b'shortfin_mako_s_000733.png',1
3884,b'sweet_pepper_s_001412.png',4
3885,b'rose_s_000066.png',2
3886,b'flounder_s_002137.png',1
3888,b'fishplate_s_000179.png',3
3889,b'fishbowl_s_002061.png',3
3894,b'tv_s_001006.png',5
3895,b'phone_s_002320.png',5
3914,b'dessert_plate_s_000441.png',3
3915,b'electric_ray_s_001179.png',1
3926,b'butterfly_orchid_s_001189.png',2
3928,b'eagle_ray_s_000241.png',1
3929,b'rose_s_001145.png',2
3934,b'bowl_s_002093.png',3
3936,b'northern_spy_s_000011.png',4
3937,b'orchid_s_000311.png',2
3941,b'clock_s_001378.png',5
3943,b'alarm_clock_s_000744.png',5
3948,b'soda_can_s_000082.png',3
3950,b'plate_iron_s_000191.png',3
3957,b'trout_s_001244.png',1
3961,b'bell_pepper_s_000986.png',4
3965,b'keyboard_s_000235.png',5
3967,b'butterfly_orchid_s_000247.png',2
3970,b'keyboard_s_001599.png',5
3971,b'telephone_s_000522.png',5
3975,b'clock_s_001525.png',5
3977,b'rainbow_trout_s_000483.png',1
3978,b'telephone_s_001626.png',5
3991,b'keyboard_s_000156.png',5
3997,b'orchid_s_001169.png',2
4007,b'mushroom_s_002290.png',4
4019,b'sunflower_s_002418.png',2
4026,b'bowl_s_000762.png',3
4033,b'tulip_s_001342.png',2
4037,b'sunflower_s_001178.png',2
4045,b'bottle_s_000721.png',3
4046,b'beer_can_s_002312.png',3
4048,b'halibut_s_000230.png',1
4053,b'mountain_rose_s_000910.png',2
4054,b'mountain_rose_s_000846.png',2
4055,b'dessert_apple_s_000276.png',4
4059,b'navel_orange_s_001234.png',4
4064,b'bowl_s_000408.png',3
4065,b'rainbow_trout_s_000953.png',1
4076,b'dasyatis_centroura_s_000010.png',1
4084,b'sweet_pepper_s_000878.png',4
4089,b'bowl_s_002104.png',3
4100,b'sea_trout_s_000400.png',1
4109,b'cichlid_fish_s_001363.png',1
4110,b'telephone_s_001968.png',5
4122,b'discharge_lamp_s_000946.png',5
4127,b'rainbow_trout_s_001033.png',1
4128,b'sea_trout_s_000226.png',1
4130,b'navel_orange_s_000496.png',4
4131,b'mako_shark_s_000364.png',1
4142,b'dessert_apple_s_000221.png',4
4147,b'alarm_clock_s_000222.png',5
4148,b'trout_s_002273.png',1
4150,b'desk_phone_s_000215.png',5
4154,b'poppy_s_000008.png',2
4155,b'computer_keyboard_s_002286.png',5
4161,b'tulip_s_002114.png',2
4162,b'cichlid_s_000937.png',1
4165,b'goldfish_s_000050.png',1
4169,b'shortfin_mako_s_000258.png',1
4170,b'sunflower_s_001612.png',2
4171,b'cichlid_fish_s_000913.png',1
4184,b'poppy_s_002512.png',2
4186,b'rosebush_s_001988.png',2
4191,b'mushroom_s_000469.png',4
4192,b'orchid_s_000395.png',2
4199,b'soda_can_s_000099.png',3
4200,b'anjou_s_000978.png',4
4209,b'flounder_s_001794.png',1
4211,b'trout_s_002738.png',1
4220,b'dessert_plate_s_000129.png',3
4226,b'guitarfish_s_000071.png',1
4227,b'dwarf_tulip_s_000043.png',2
4228,b'alarm_clock_s_000672.png',5
4231,b'beer_bottle_s_001909.png',3
4232,b'cichlid_s_001465.png',1
4233,b'beaker_s_001573.png',3
4238,b'orange_s_001151.png',4
4241,b'poppy_s_000879.png',2
4244,b'goldfish_s_001251.png',1
4246,b'telephone_s_001884.png',5
4248,b'rush_candle_s_000194.png',5
4251,b'red_delicious_s_000711.png',4
4256,b'lamp_s_001040.png',5
4266,b'mushroom_s_002445.png',4
4269,b'sunflower_s_001973.png',2
4272,b'mushroom_s_000883.png',4
4284,b'trout_s_001293.png',1
4293,b'butterfly_ray_s_000047.png',1
4294,b'television_system_s_000723.png',5
4298,b'rose_s_001828.png',2
4299,b'goblet_s_001318.png',3
4306,b'turbot_s_000023.png',1
4309,b'cichlid_s_000763.png',1
4310,b'lady_tulip_s_000204.png',2
4316,b'poppy_s_000017.png',2
4318,b'bitter_orange_s_000716.png',4
4325,b'mushroom_s_000875.png',4
4327,b'whiskey_bottle_s_000871.png',3
4329,b'desk_phone_s_000596.png',5
4336,b'stingray_s_000900.png',1
4344,b'golden_delicious_s_000689.png',4
4345,b'winter_flounder_s_000236.png',1
4346,b'plaice_s_001331.png',1
4348,b'cichlid_s_000423.png',1
4355,b'beer_bottle_s_001528.png',3
4362,b'guitarfish_s_000736.png',1
4363,b'mushroom_s_000691.png',4
4371,b'dwarf_tulip_s_000019.png',2
4374,b'telephone_set_s_000960.png',5
4376,b'poppy_s_001712.png',2
4378,b'butterfly_orchid_s_001439.png',2
4381,b'sunflower_s_000966.png',2
4390,b'butterfly_orchid_s_001204.png',2
4391,b'tulip_s_001073.png',2
4392,b'desk_phone_s_000324.png',5
4393,b'television_s_001195.png',5
4398,b'red_delicious_s_001772.png',4
4401,b'bell_pepper_s_000755.png',4
4404,b'beer_bottle_s_000223.png',3
4405,b'bowl_s_000666.png',3
4408,b'sweet_pepper_s_000482.png',4
4411,b'guitarfish_s_000704.png',1
4413,b'television_s_000461.png',5
4417,b'lamp_s_002029.png',5
4419,b'sunflower_s_002292.png',2
4420,b'chalice_s_000581.png',3
4425,b'whiskey_bottle_s_000182.png',3
4431,b'sweet_pepper_s_000747.png',4
4433,b'tulip_s_000826.png',2
4434,b'phone_s_001915.png',5
4438,b'mushroom_s_001295.png',4
4442,b'electric_lamp_s_000366.png',5
4445,b'mushroom_s_000257.png',4
4447,b'navel_orange_s_001454.png',4
4453,b'bosc_s_000169.png',4
4457,b'computer_keyboard_s_001057.png',5
4477,b'beer_bottle_s_000411.png',3
4480,b'red_delicious_s_001688.png',4
4483,b'butterfly_orchid_s_001121.png',2
4484,b'morel_s_000233.png',4
4492,b'orchid_s_000305.png',2
4494,b'electric_lamp_s_000126.png',5
4496,b'morchella_esculenta_s_000675.png',4
4499,b'tulip_s_001934.png',2
4502,b'coffee_can_s_000088.png',3
4505,b'lamp_s_001605.png',5
4507,b'anjou_s_001030.png',4
4510,b'rosebush_s_000311.png',2
4511,b'soda_can_s_000847.png',3
4512,b'telephone_set_s_001089.png',5
4516,b'stingray_s_001825.png',1
4518,b'anjou_s_000600.png',4
4519,b'keyboard_s_000357.png',5
4520,b'flatfish_s_000118.png',1
4521,b'pear_s_001294.png',4
4522,b'alarm_clock_s_000803.png',5
4526,b'bartlett_pear_s_000151.png',4
4528,b'poppy_s_001683.png',2
4537,b'plate_iron_s_001196.png',3
4539,b'bosc_s_000545.png',4
4540,b'sea_trout_s_000648.png',1
4541,b'trout_s_000164.png',1
4542,b'oilcan_s_000437.png',3
4545,b'butterfly_orchid_s_001126.png',2
4547,b'poppy_s_001724.png',2
4551,b'beer_can_s_000050.png',3
4559,b'goblet_s_001410.png',3
4563,b'bowl_s_002618.png',3
4567,b'soda_can_s_000941.png',3
4571,b'mackerel_shark_s_000539.png',1
4573,b'sour_orange_s_000837.png',4
4574,b'poppy_s_001547.png',2
4579,b'pear_s_001295.png',4
4584,b'discharge_lamp_s_001024.png',5
4593,b'poppy_s_001634.png',2
4598,b'rose_s_001684.png',2
4601,b'television_s_002569.png',5
4602,b'orchid_s_000146.png',2
4604,b'tulip_s_001039.png',2
4609,b'stingray_s_001201.png',1
4615,b'television_s_001065.png',5
4619,b'dessert_plate_s_000141.png',3
4620,b'beer_can_s_002246.png',3
4625,b'bartlett_pear_s_000221.png',4
4627,b'bell_pepper_s_001426.png',4
4628,b'tin_can_s_002065.png',3
4634,b'mountain_rose_s_001069.png',2
4638,b'tv_s_002483.png',5
4642,b'fishbowl_s_002387.png',3
4644,b'lamp_s_000289.png',5
4647,b'alarm_clock_s_000622.png',5
4650,b'valencia_orange_s_000073.png',4
4651,b'telephone_set_s_000502.png',5
4652,b'navel_orange_s_001393.png',4
4659,b'goblet_s_000045.png',3
4660,b'shark_s_000711.png',1
4673,b'bowl_s_000377.png',3
4676,b'bell_pepper_s_000407.png',4
4677,b'butterfly_ray_s_000726.png',1
4678,b'orchid_s_000166.png',2
4680,b'eagle_ray_s_000043.png',1
4687,b'soda_can_s_000212.png',3
4688,b'clock_s_000078.png',5
4691,b'cortland_s_000454.png',4
4702,b'bartlett_pear_s_000163.png',4
4705,b'bartlett_pear_s_000055.png',4
4709,b'rose_s_000843.png',2
4717,b'lamp_s_001968.png',5
4718,b'pear_s_002032.png',4
4726,b'apple_s_000301.png',4
4727,b'valencia_orange_s_001675.png',4
4730,b'disciotis_venosa_s_000055.png',4
4732,b'tulip_s_000639.png',2
4751,b'television_s_001418.png',5
4752,b'stingray_s_002415.png',1
4753,b'trout_s_000185.png',1
4757,b'red_delicious_s_002214.png',4
4763,b'common_morel_s_000073.png',4
4767,b'red_delicious_s_002286.png',4
4775,b'rose_s_001770.png',2
4776,b'fish_bowl_s_000030.png',3
4778,b'mushroom_s_001298.png',4
4780,b'poppy_s_001854.png',2
4783,b'carboy_s_000222.png',3
4784,b'poppy_s_000795.png',2
4792,b'lamp_s_001811.png',5
4794,b'mako_shark_s_000021.png',1
4795,b'soda_bottle_s_001301.png',3
4797,b'bowl_s_000837.png',3
4799,b'rose_s_001888.png',2
4800,b'clavier_s_000548.png',5
4802,b'navel_orange_s_000759.png',4
4805,b'rainbow_trout_s_000930.png',1
4806,b'television_system_s_001051.png',5
4807,b'alarm_clock_s_000312.png',5
4808,b'lady_tulip_s_000316.png',2
4809,b'goblet_s_000803.png',3
4811,b'flounder_s_000393.png',1
4816,b'fishplate_s_000411.png',3
4817,b'tangerine_s_000011.png',4
4818,b'bowl_s_001292.png',3
4821,b'beer_can_s_002507.png',3
4824,b'clock_s_000243.png',5
4828,b'bartlett_pear_s_000229.png',4
4830,b'pear_s_000025.png',4
4835,b'bartlett_pear_s_000391.png',4
4839,b'mushroom_s_002229.png',4
4841,b'halibut_s_000562.png',1
4842,b'tin_can_s_001035.png',3
4849,b'bell_pepper_s_000664.png',4
4850,b'fishbowl_s_002199.png',3
4852,b'pear_s_000758.png',4
4860,b'television_s_001833.png',5
4863,b'electric_ray_s_000817.png',1
4867,b'sweet_pepper_s_001590.png',4
4877,b'sunflower_s_000044.png',2
4879,b'bartlett_pear_s_000272.png',4
4882,b'valencia_orange_s_001285.png',4
4894,b'television_system_s_001151.png',5
4902,b'lamp_s_001280.png',5
4907,b'bottle_s_001776.png',3
4908,b'fishbowl_s_000477.png',3
4909,b'mushroom_s_001381.png',4
4912,b'computer_keyboard_s_001272.png',5
4914,b'poppy_s_000623.png',2
4915,b'clock_s_001467.png',5
4916,b'clock_s_002349.png',5
4920,b'bell_pepper_s_000024.png',4
4922,b'keyboard_s_000823.png',5
4939,b'bell_pepper_s_000953.png',4
4940,b'lamp_s_001555.png',5
4944,b'plaice_s_000364.png',1
4945,b'morel_s_001208.png',4
4947,b'rose_s_002130.png',2
4956,b'bowl_s_002770.png',3
4958,b'coffee_can_s_000089.png',3
4959,b'mako_shark_s_001971.png',1
4960,b'beer_bottle_s_001565.png',3
4961,b'clock_s_000305.png',5
4965,b'rosebush_s_000487.png',2
4968,b'beer_bottle_s_001000.png',3
4969,b'carassius_auratus_s_000525.png',1
4970,b'stingray_s_001441.png',1
4972,b'fishbowl_s_002032.png',3
4985,b'bell_pepper_s_000239.png',4
4986,b'soda_can_s_001151.png',3
4987,b'cichlid_s_000011.png',1
4990,b'pear_s_002124.png',4
4991,b'sweet_pepper_s_000143.png',4
4992,b'tv_s_001822.png',5
4995,b'carassius_auratus_s_000467.png',1
4999,b'keyboard_s_002027.png',5
5004,b'soda_can_s_001275.png',3
5006,b'bosc_s_000122.png',4
5007,b'ampule_s_000046.png',3
5016,b'shark_s_000290.png',1
5018,b'mushroom_s_002049.png',4
5021,b'computer_keyboard_s_001090.png',5
5022,b'navel_orange_s_000159.png',4
5031,b'rose_s_000134.png',2
5036,b'lady_tulip_s_000108.png',2
5041,b'rosebush_s_001363.png',2
5047,b'ampule_s_000005.png',3
5050,b'electric_lamp_s_000220.png',5
5052,b'lamp_s_002063.png',5
5059,b'plaice_s_000564.png',1
5071,b'orchid_s_000195.png',2
5072,b'tulipa_clusiana_s_000201.png',2
5073,b'sunflower_s_001358.png',2
5077,b'golden_delicious_s_001765.png',4
5082,b'navel_orange_s_000136.png',4
5086,b'rainbow_trout_s_001729.png',1
5088,b'clock_s_002157.png',5
5094,b'poppy_s_002602.png',2
5096,b'television_system_s_000256.png',5
5102,b'alarm_clock_s_000695.png',5
5107,b'eagle_ray_s_000244.png',1
5118,b'butterfly_orchid_s_001443.png',2
5119,b'telephone_set_s_000769.png',5
5120,b'fishplate_s_000472.png',3
5125,b'lamp_s_001056.png',5
5128,b'orchid_s_000591.png',2
5129,b'red_delicious_s_000443.png',4
5131,b'bartlett_pear_s_000484.png',4
5135,b'cichlid_fish_s_001050.png',1
5138,b'dessert_plate_s_000058.png',3
5140,b'bottle_s_000506.png',3
5151,b'verpa_s_001021.png',4
5153,b'eating_apple_s_000920.png',4
5156,b'discharge_lamp_s_000682.png',5
5157,b'pop_bottle_s_000515.png',3
5160,b'mushroom_s_000337.png',4
5166,b'coffee_can_s_000107.png',3
5172,b'lamp_s_001966.png',5
5177,b'rainbow_trout_s_000888.png',1
5186,b'phone_s_001499.png',5
5193,b'bowl_s_000173.png',3
5201,b'tulipa_clusiana_s_000077.png',2
5209,b'whiskey_bottle_s_000219.png',3
5217,b'goblet_s_001440.png',3
5218,b'fish_bowl_s_000101.png',3
5234,b'rosebush_s_000687.png',2
5235,b'tulip_s_001191.png',2
5238,b'rainbow_trout_s_002158.png',1
5239,b'red_delicious_s_000185.png',4
5244,b'sunflower_s_001365.png',2
5245,b'goblet_s_000014.png',3
5250,b'alarm_clock_s_000932.png',5
5251,b'telephone_set_s_000530.png',5
5257,b'sunflower_s_001474.png',2
5259,b'bottle_s_001308.png',3
5261,b'rainbow_trout_s_000447.png',1
5262,b'phone_s_001726.png',5
5264,b'rose_s_000133.png',2
5265,b'rainbow_trout_s_001029.png',1
5267,b'poppy_s_002706.png',2
5270,b'telephone_set_s_000036.png',5
5272,b'navel_orange_s_001301.png',4
5275,b'sunflower_s_002193.png',2
5281,b'lamp_s_000357.png',5
5285,b'soda_can_s_000081.png',3
5293,b'clock_s_002100.png',5
5297,b'seville_orange_s_000060.png',4
5298,b'orchid_s_001922.png',2
5303,b'lamp_s_002308.png',5
5307,b'discharge_lamp_s_001253.png',5
5320,b'computer_keyboard_s_000997.png',5
5322,b'rainbow_trout_s_000153.png',1
5324,b'television_s_001414.png',5
5334,b'tulip_s_000318.png',2
5336,b'orchid_s_000084.png',2
5340,b'computer_keyboard_s_002297.png',5
5341,b'poppy_s_000440.png',2
5344,b'computer_keyboard_s_000248.png',5
5353,b'shark_s_001834.png',1
5356,b'cichlid_s_002400.png',1
5359,b'lamp_s_000534.png',5
5365,b'cichlid_fish_s_000410.png',1
5366,b'goldfish_s_001247.png',1
5368,b'sunflower_s_001496.png',2
5372,b'eagle_ray_s_000113.png',1
5376,b'plate_s_001741.png',3
5385,b'stingray_s_001879.png',1
5393,b'chalice_s_001268.png',3
5395,b'tulipa_clusiana_s_000082.png',2
5399,b'roughtail_stingray_s_000057.png',1
5402,b'clock_s_001445.png',5
5405,b'keyboard_s_001617.png',5
5412,b'telephone_s_001013.png',5
5414,b'computer_keyboard_s_002273.png',5
5415,b'guitarfish_s_000484.png',1
5416,b'bowl_s_001194.png',3
5418,b'bartlett_pear_s_000284.png',4
5419,b'halibut_s_000102.png',1
5425,b'goblet_s_001215.png',3
5428,b'butterfly_orchid_s_001670.png',2
5437,b'sour_orange_s_000083.png',4
5446,b'turbot_s_000047.png',1
5448,b'lady_tulip_s_000227.png',2
5449,b'alarm_clock_s_000080.png',5
5450,b'sunflower_s_001776.png',2
5451,b'computer_keyboard_s_001835.png',5
5452,b'rainbow_trout_s_001034.png',1
5454,b'sunflower_s_000037.png',2
5457,b'bartlett_pear_s_000474.png',4
5466,b'computer_keyboard_s_001458.png',5
5467,b'goblet_s_000701.png',3
5469,b'winter_flounder_s_000009.png',1
5472,b'goblet_s_001209.png',3
5473,b'dessert_plate_s_000397.png',3
5479,b'cichlid_fish_s_000136.png',1
5483,b'macoun_s_000554.png',4
5488,b'bell_pepper_s_000188.png',4
5491,b'lamp_s_001252.png',5
5508,b'mushroom_s_001517.png',4
5509,b'plaice_s_001071.png',1
5510,b'sweet_pepper_s_000727.png',4
5511,b'coffee_can_s_002119.png',3
5512,b'anjou_s_000645.png',4
5513,b'carassius_auratus_s_000426.png',1
5517,b'poppy_s_001725.png',2
5521,b'chalice_s_002043.png',3
5524,b'turbot_s_000665.png',1
5525,b'computer_keyboard_s_000769.png',5
5527,b'sweet_pepper_s_000488.png',4
5536,b'discharge_lamp_s_000690.png',5
5537,b'cichlid_s_000541.png',1
5543,b'stingray_s_001082.png',1
5545,b'bosc_s_002089.png',4
5570,b'clavier_s_000173.png',5
5571,b'pear_s_002066.png',4
